,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
1226,60,RL,14598,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,668,TA,Y,0,1,2008,Normal,2827,2.5,118
1227,20,RL,8872,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Detchd,Unf,2,576,TA,Y,0,12,2008,Normal,1824,2.0,240
1228,120,RL,8769,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1052,TA,Y,0,10,2008,Partial,3404,2.5,296
1229,80,RL,7910,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,4,1,TA,7,Maj1,0,,Basment,Unf,1,404,TA,Y,0,8,2008,Normal,2582,2.0,0
1230,90,RL,18890,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,Ex,Y,4,2,TA,12,Typ,1,TA,BuiltIn,RFn,2,600,TA,N,0,8,2007,Normal,3981,3.0,324
1231,90,RL,7728,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,540,TA,Y,0,5,2006,Normal,2296,2.0,18
1232,90,RL,9842,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,,TA,Y,2,2,TA,6,Typ,0,,CarPort,Unf,2,462,TA,Y,0,3,2007,Normal,1224,2.0,0
1233,20,RL,12160,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Fa,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,531,TA,Y,0,5,2010,Abnorml,2376,2.0,0
1234,70,RH,8525,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,TA,N,4,1,TA,7,Typ,0,,,,0,0,,N,0,11,2008,Abnorml,2904,1.5,192
1235,70,RL,13132,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,Gd,Y,4,1,TA,9,Typ,0,,Detchd,Unf,1,180,Fa,N,0,7,2006,Normal,2531,1.5,243
1236,160,RL,2628,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,6,Typ,0,,BuiltIn,RFn,2,474,TA,Y,0,6,2010,Normal,2390,2.5,27
1237,60,RL,12393,Pave,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,Y,0,9,2006,Normal,2795,2.5,148
1238,20,RL,13072,Pave,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,TA,6,Typ,0,,Detchd,Unf,2,484,TA,Y,0,3,2006,Abnorml,2282,1.5,0
1239,20,RL,9037,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,472,TA,Y,0,12,2007,Normal,2960,2.0,153
1240,60,RL,8158,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,0,,Attchd,RFn,2,543,TA,Y,0,7,2008,Normal,2652,3.5,63
1241,20,RL,9849,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,3,954,TA,Y,0,6,2007,Partial,3378,2.0,56
1242,85,RL,10625,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,TA,Y,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,528,TA,Y,0,1,2010,Family,2226,3.0,120
1243,20,RL,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,Ex,Y,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,850,TA,Y,0,9,2006,Partial,4152,3.5,445
1244,70,RL,11435,Pave,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Fa,Y,3,1,Gd,7,Typ,2,Gd,Detchd,Unf,2,400,TA,Y,0,6,2006,Normal,2309,1.0,0
1245,80,RL,12090,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,477,TA,Y,0,1,2007,Abnorml,2453,3.5,527
1246,60,FV,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,615,TA,Y,0,3,2006,Partial,2309,2.5,45
1247,80,RL,12328,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,3,888,TA,Y,0,5,2010,Normal,2046,2.0,0
1248,75,RM,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,Fa,N,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,396,Fa,P,0,4,2008,Normal,2793,1.5,259
1249,20,RL,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,1,276,TA,Y,0,5,2007,Normal,1864,1.0,80
1250,20,RL,11160,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,Ex,8,Typ,2,TA,Attchd,Fin,2,522,TA,Y,0,4,2010,Normal,4220,3.5,0
1251,120,RL,3136,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,478,TA,Y,0,3,2006,Normal,2810,2.0,184
1252,20,RL,9858,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Attchd,RFn,1,288,TA,Y,0,11,2009,Normal,1738,2.0,33
1253,60,RL,17542,Pave,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,TA,Y,3,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,518,TA,Y,0,7,2007,Normal,3359,3.5,267
1254,60,RL,6931,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,397,TA,Y,0,7,2008,Normal,2402,2.5,306
1255,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,TA,Y,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,560,TA,Y,0,11,2007,Normal,2251,1.0,120
1256,20,RL,14303,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,691,TA,Y,0,8,2008,Normal,3973,3.0,298
1257,30,RL,4060,Pave,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,Ex,Y,2,1,TA,4,Typ,0,,,,0,0,,Y,0,7,2009,Normal,1728,1.0,96
1258,80,RL,9587,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Attchd,Fin,2,400,TA,Y,0,7,2008,Normal,2022,3.0,212
1259,20,RL,9750,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,Gd,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,460,TA,Y,0,7,2008,Normal,2108,2.5,260
1260,60,RL,24682,Pave,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,Y,0,6,2009,Normal,2516,2.5,103
1261,20,RL,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,2,1,TA,5,Typ,0,,Attchd,Unf,1,338,TA,Y,0,6,2009,Normal,2100,1.0,0
1262,50,RL,11250,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,Ex,Y,5,1,TA,8,Min2,2,TA,Attchd,Unf,1,304,TA,Y,0,11,2009,Normal,2892,2.0,120
1263,70,RL,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,520,TA,N,0,7,2007,Normal,2588,1.0,126
1264,120,RH,4060,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Attchd,Fin,2,511,TA,Y,0,8,2008,Abnorml,2742,3.0,212
1265,160,FV,3735,Pave,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Detchd,Unf,2,506,TA,Y,0,3,2006,Normal,2143,3.5,34
1266,190,RM,10120,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,4,2,TA,9,Typ,1,Gd,Detchd,Unf,1,308,TA,N,0,1,2007,Normal,2814,1.5,264
1267,20,RL,13214,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,746,TA,Y,0,5,2010,Normal,4020,2.0,220
1268,50,RL,14100,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,Ex,Y,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3,1014,TA,Y,0,5,2008,Normal,4175,3.5,326
1269,50,RL,11344,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,7,Typ,0,,Attchd,Unf,1,315,TA,Y,0,7,2007,Normal,2398,1.5,0
1270,40,RL,23595,Pave,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,TA,Y,0,1,Gd,4,Typ,1,TA,Attchd,Fin,2,586,TA,Y,0,4,2010,Normal,2856,2.5,268
1271,20,RL,9156,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,462,TA,Y,0,8,2009,Normal,2978,2.0,0
1272,20,RL,13526,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,TA,Y,3,1,TA,5,Typ,0,,Attchd,Unf,1,288,TA,Y,0,11,2006,Normal,1870,2.0,180
1273,80,RL,11512,Pave,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,Gd,Y,2,1,Ex,5,Typ,1,Gd,Basment,RFn,1,312,TA,Y,0,5,2008,Normal,2376,2.0,163
1274,50,RL,5362,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,552,TA,Y,0,11,2007,Normal,1911,2.0,323
1275,90,RL,11345,Pave,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,4,2,TA,10,Typ,0,,Detchd,Unf,2,400,Fa,Y,0,7,2007,Normal,2848,2.0,0
1276,60,RL,12936,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,TA,Y,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,497,TA,Y,0,12,2009,Normal,2118,2.0,410
1277,80,RL,17871,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,Fa,Y,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,480,TA,Y,0,6,2009,Normal,3404,2.5,0
1278,60,RL,9473,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,577,TA,Y,0,3,2008,Normal,3159,3.5,211
1279,50,C (all),7500,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,TA,Y,2,1,TA,6,Typ,0,,Detchd,RFn,2,528,TA,Y,0,4,2010,Abnorml,1826,1.0,194
1280,20,RL,9808,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,544,TA,Y,0,3,2009,Normal,3146,3.0,72
1281,20,RL,8049,Pave,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,2,1,TA,6,Typ,1,TA,Attchd,Fin,2,484,Gd,Y,0,7,2006,Normal,2648,3.0,148
1282,20,RL,8800,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,TA,Y,3,1,Gd,5,Typ,0,,Detchd,Unf,2,484,TA,Y,0,9,2009,Normal,2080,2.0,288
1283,90,RL,9400,Pave,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,TA,Y,4,2,TA,8,Typ,0,,,,0,0,,Y,0,4,2010,Normal,2736,3.0,128
1284,50,RL,9638,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Ex,Y,4,1,Gd,10,Min2,1,Gd,Detchd,Unf,1,336,TA,Y,0,3,2010,Normal,3251,2.0,430
1285,50,RM,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,Ex,Y,4,1,TA,6,Typ,1,Gd,Detchd,Unf,1,280,TA,Y,0,5,2009,Normal,2192,1.0,45
1286,20,RL,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,TA,Y,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,528,TA,Y,0,6,2010,Normal,2656,2.5,26
1287,20,RL,36500,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,Fa,Y,4,1,TA,7,Typ,0,,Attchd,Unf,2,390,TA,N,0,6,2006,Normal,3206,2.5,366
1288,120,RL,5664,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Ex,5,Typ,1,Ex,Attchd,Fin,2,499,TA,Y,0,10,2009,Normal,3160,3.0,271
1289,60,RL,11065,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Ex,Y,3,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3,753,TA,Y,0,10,2006,Partial,3055,2.5,251
1290,80,RL,14112,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,Unf,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,Y,0,4,2010,Normal,2304,2.0,227
1291,160,RM,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Detchd,Unf,1,264,TA,Y,0,2,2009,Normal,1932,2.5,185
1292,70,RM,6600,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,Unf,TA,N,4,2,TA,11,Min2,0,,Attchd,RFn,1,432,TA,Y,0,12,2009,Normal,3366,2.0,287
1293,60,RL,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,TA,Y,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,528,TA,Y,0,3,2006,Normal,2496,2.5,287
1294,20,RL,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,572,TA,N,0,4,2006,Normal,1728,2.0,0
1295,20,RL,8400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,Gd,Y,3,1,TA,5,Typ,0,,Attchd,RFn,1,288,TA,Y,0,11,2006,Normal,2104,2.5,356
1296,20,RL,8700,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,Gd,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,525,TA,Y,0,12,2008,Normal,2248,3.0,335
1297,180,RM,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,2,1,TA,5,Typ,0,,Basment,Fin,2,525,TA,Y,0,6,2006,Partial,1619,3.0,44
